asset_video|asset_icon|name|shard_scepter|description|info|modifiers|cooldown|mana|lore|hero_id
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/storm_spirit/storm_spirit_static_remnant|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/storm_spirit_static_remnant.png|STATIC REMNANT||Creates an explosively charged image of Storm Spirit that lasts 12 seconds and will detonate and deal damage if an enemy unit comes near it.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|RADIUS:300;DAMAGE:100/160/220/280;REMNANT SPEED:0;VISION RADIUS:100;|3.5|70/80/90/100|Raijin Thunderkeg's duality allows him to admire himself in shocking fashion.|stormspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/storm_spirit/storm_spirit_electric_vortex|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/storm_spirit_electric_vortex.png|ELECTRIC VORTEX||A vortex that pulls an enemy unit to Storm Spirit's location.|ABILITY:Unit Target;AFFECTS:Enemy Units;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Only Strong Dispels;|PULL DISTANCE:180/220/260/300;RADIUS:0;DURATION:1.1/1.4/1.7/2;|20/18/16/14|60/70/80/90|Raijin's thunderous, boisterous energy often draws others into an electrifying situation.|stormspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/storm_spirit/storm_spirit_ball_lightning|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/storm_spirit_ball_lightning.png|BALL LIGHTNING||Storm Spirit becomes volatile electricity, charging across the battlefield until he depletes his mana or reaches his target. The activation mana cost is 25+7.5% of his total mana pool, and the cost per 100 units traveled is 10+0.65% of his total mana pool. Damage is expressed in damage per 100 units traveled.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|DAMAGE:6/10/14;SPEED:1400/1850/2300;RADIUS:200;MANA DRAIN PER 100 UNITS:0.65%;|0|30|The Storm is coming in.|stormspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/storm_spirit/storm_spirit_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/storm_spirit_electric_vortex.png|ELECTRIC VORTEX|SCEPTER ABILITY UPGRADE|Electric Vortex affects all enemies within a radius around Storm Spirit.|||20/18/16/14|60/70/80/90|Raijin's thunderous, boisterous energy often draws others into an electrifying situation.|stormspirit
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_storm_bolt|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_storm_bolt.png|STORM HAMMER||Sven unleashes his magical gauntlet that deals damage and stuns enemy units in a small area around the target.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Only Strong Dispels;|DAMAGE:80/160/240/320;STUN DURATION:1/1.2/1.4/1.6;RADIUS:250/270/290/310;BONUS CAST RANGE:0;|21/18/15/12|110/115/120/125|The Rogue Knight's iron gauntlet, taken from the school of his father, strikes his foes to their core.|sven
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_warcry|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_warcry.png|WARCRY||Sven's Warcry heartens his allied heroes for battle, increasing their armor and movement speed. Lasts 8 seconds.|ABILITY:No Target;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:Yes;|BONUS SPEED:6%/9%/12%/15%;BONUS ARMOR:5/8/11/14;RADIUS:700;DURATION:8;PASSIVE BONUS ARMOR:0;PASSIVE RADIUS:0;PHYSICAL BARRIER AMOUNT:0/0/0/0;|40/35/30/25|30/35/40/45|Calling a few lines from the Vigil Codex fortifies Sven's obedience to his rogue code. So poetic!|sven
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_gods_strength|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_gods_strength.png|GOD'S STRENGTH||Sven channels his rogue strength, granting bonus damage and slow resistance for 30 seconds.|ABILITY:No Target;DISPELLABLE:No;|BONUS DAMAGE:110%/150%/190%;SLOW RESISTANCE:30%;|110/105/100|100/125/150|With the strength that shattered the Sacred Helm, the Rogue Knight stands unopposed in melee combat.|sven
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_warcry.png|WARCRY|SHARD ABILITY UPGRADE|Warcry is now undispellable and passively grants 6 armor to all allies near Sven. Increases active movement speed bonus.||||||sven
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_storm_bolt.png|STORM HAMMER|SCEPTER ABILITY UPGRADE|Increases cast range and applies a basic dispel on the target. Can be cast on invulnerable targets. If alt-cast, it deals an additional 180 damage and Sven travels with the Storm Hammer.|||21/18/15/12|110/115/120/125|The Rogue Knight's iron gauntlet, taken from the school of his father, strikes his foes to their core.|sven
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/techies/techies_sticky_bomb|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/techies_sticky_bomb.png|STICKY BOMB||Lobs a Sticky Bomb towards the target area. If it lands next to an enemy hero, the bomb will stick to it, slowing its movement speed. After a few seconds the bomb will explode, dealing damage in an area around the detonation and applying a secondary slow for 3 seconds.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|EXPLOSION DELAY:2;STICK RADIUS:300;DAMAGE:95/170/245/320;MOVEMENT SLOW:25%/35%/45%/55%;SECONDARY MOVEMENT SLOW:15%/25%/35%/45%;EXPLOSION RADIUS:350;|16/13/10/7|100/115/130/145|Such revolutionary brilliance was meant to be shared.|techies
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/techies/techies_reactive_tazer|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/techies_reactive_tazer.png|REACTIVE TAZER||Techies trigger an electric charge giving them bonus movement speed for a short period of time. Enemies attacking Techies are temporarily disarmed and get a Basic Dispel. At the end of the effect, the charge explodes, disarming all enemies within the radius.|ABILITY:No Target;AFFECTS:Allied Units;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|BUFF DURATION:6;DISARM DURATION:2.4/2.7/3/3.3;MOVEMENT BONUS:18%/22%/26%/30%;EXPLOSION RADIUS:450;DAMAGE:0;|30/25/20/15|60|A steady bomb hand prefers an abundance of personal space.|techies
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/techies/techies_suicide|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/techies_suicide.png|BLAST OFF!||Techies hurtle themselves into the enemy's midst, detonating charges upon impact which deal massive area of effect damage and stun enemies. Upon landing, the assault deals Techies non-lethal damage equal to a percentage of their current health.|ABILITY:Point Target;AFFECTS:Enemies;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|EXPLOSION RADIUS:400;FULL DAMAGE:200/300/400/500;STUN DURATION:0.8/1/1.2/1.4;CURRENT HP SELF DAMAGE:20%;MAX HP AS BONUS DAMAGE:0%;|40/35/30/25|100/125/150/175|Where we going?|techies
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/techies/techies_land_mines|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/techies_land_mines.png|PROXIMITY MINES||Plant an invisible mine that cannot be detected by True Sight, but is visible if an enemy is within the active 500 AoE of the mine. Mines detonate if an enemy is standing within the active AoE for 1 seconds dealing damage and temporarily reducing the enemy's Magic Resistance. The explosion deals full damage if the target is within 150 radius and decreases up to 50% on the edge. Deals 30% damage to buildings.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|EXPLOSION RADIUS:500;DAMAGE:400/575/750;BUILDING DAMAGE:30%;ACTIVATION DELAY:1;MAGIC RESISTANCE REDUCTION:15%/20%/25%;DEBUFF DURATION:5;|0|110/140/170|The bane of Toterin!|techies
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/techies/techies_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/techies_reactive_tazer.png|REACTIVE TAZER|SHARD ABILITY UPGRADE|Reactive Tazer can be cast on allies and deals damage on detonation. Also deals damage to any enemy that attacks the affected ally.||||||techies
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/techies/techies_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/techies_minefield_sign.png|MINEFIELD SIGN|SCEPTER ABILITY UPGRADE|Increases radius and duration of Minefield Sign. When an enemy hero walks within 200 units of a minefield sign, the 500 units area around the sign will become a minefield for 10 seconds, dealing damage to enemy units any time they move within its area. Minefield Sign is destroyed after this effect ends.|||60|0|Watch your step!|techies
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/templar_assassin/templar_assassin_refraction|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/templar_assassin_refraction.png|REFRACTION||Templar Assassin becomes highly elusive, gaining a small barrier and bonus to her damage. The damage and avoidance effects are separate, and have a limited number of instances. If a barrier is consumed, a new one is created as long as there are charges left. If an instance of damage would deal more damage than the remaining barrier, all of the damage is absorbed.|ABILITY:No Target;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|INSTANCES:3/4/5/6;BARRIER PER INSTANCE:30;BONUS DAMAGE:15/30/45/60;DURATION:17;|14|95|Manipulating her psionic veil, Lanaya bends nature's law to her will.|templarassassin
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/templar_assassin/templar_assassin_meld|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/templar_assassin_meld.png|MELD||Templar Assassin conceals herself, becoming invisible as long as she remains still. If Meld's invisibility is broken by attacking an enemy, Lanaya's attack will deal bonus damage to the enemy and reduce their armor for 6 seconds.|ABILITY:No Target;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|BONUS DAMAGE:55/105/155/205;ARMOR REDUCTION:-3.5/-5/-6.5/-8;ARMOR REDUCTION DURATION:6;|11/9/7/5|35/40/45/50|Lanaya is as elusive as her covenant with the Hidden Temple.|templarassassin
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/templar_assassin/templar_assassin_psionic_trap|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/templar_assassin_psionic_trap.png|PSIONIC TRAP||Templar Assassin places mystical traps that invisibly monitor enemy movement. When sprung at her command, they deal a small amount of damage and exert a slowing influence of 20% in a 400 radius. Traps charge up to slow 50% after 3.5 seconds. Deals bonus damage when fully charged.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|MAX TRAPS:5/8/11;MIN MOVEMENT SLOW:20%;MAX MOVEMENT SLOW:50%;BONUS DAMAGE:225/300/375;MIN SILENCE DURATION:0;MAX SILENCE DURATION:0;BONUS TRAP VISION:0;|11/8/5|15/15/15|Calling upon the reach of the Hidden Temple, none escape the eye of the Templar.|templarassassin
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/templar_assassin/templar_assassin_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/templar_assassin_psionic_trap.png|PSIONIC TRAP|SHARD ABILITY UPGRADE|Increases max trap count and trap vision range. When activated, traps now silence affected enemies.||||||templarassassin
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/templar_assassin/templar_assassin_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/templar_assassin_trap_teleport.png|PSIONIC PROJECTION|SCEPTER GRANTS NEW ABILITY|CHANNELED - Allows Templar Assassin to teleport to any Psionic Trap after channeling for 2 seconds, detonating it upon arrival as if it was fully charged and instantly dealing 375 bonus damage. Channeling Psionic Projection does not break Meld.|ABILITY:Point Target;||10|50|In reward for her service, Lanaya has been granted access to secrets that unlock new techniques for her psionic gifts.|templarassassin
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/terrorblade/terrorblade_reflection|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/terrorblade_reflection.png|REFLECTION||Terrorblade brings forth an invulnerable dark reflection of all enemy heroes in a target area. Affected enemy heroes have movement and attack speeds slowed and attacked by their reflection.|ABILITY:Point Target;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|REFLECTION DURATION:5;REFLECTION DAMAGE:40%/60%/80%/100%;MOVEMENT SLOW:15%/20%/25%/30%;ATTACK SPEED SLOW:15/20/25/30;RADIUS:400;|23/20/17/14|60/65/70/75|In the fractal prison of Foulfell, Terrorblade learned the truth of this old tale: you are your own worst enemy. Now it is a lesson he teaches others.|terrorblade
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/terrorblade/terrorblade_conjure_image|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/terrorblade_conjure_image.png|CONJURE IMAGE||Creates an illusion of Terrorblade that deals damage.|ABILITY:No Target;|ILLUSION DURATION:34;ILLUSION DAMAGE:30%/40%/50%/60%;ILLUSION DAMAGE TAKEN:250%;CURRENT HP COST:0%;|16|55/65/75/85|There's only one thing more dangerous than facing Terrorblade. Facing MORE Terrorblades!|terrorblade
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/terrorblade/terrorblade_metamorphosis|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/terrorblade_metamorphosis.png|METAMORPHOSIS||Terrorblade transforms into a powerful demon with a ranged attack. Any of Terrorblade's illusions that are within 1200 range will also be transformed by Metamorphosis.|ABILITY:No Target;DAMAGE TYPE:Physical;DISPELLABLE:No;|DURATION:35/40/45/50;TRANSFORMATION TIME:0.35;BASE ATTACK TIME:1.5;ATTACK RANGE:450/500/550/600;BONUS DAMAGE:20/40/60/80;ILLUSION AURA RADIUS:1200;|155/150/145/140|100|Temper, temper. The rage rises up and takes control. Meet Terrorblade's own worst self.|terrorblade
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/terrorblade/terrorblade_sunder|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/terrorblade_sunder.png|SUNDER||Severs the life from both Terrorblade and a target hero, exchanging a percentage of both units' current health. Some health points must remain.|ABILITY:Unit Target;AFFECTS:Units;PIERCES SPELL IMMUNITY:No;|MINIMUM HP SWAP:35%/30%/25%;|120/80/40|100/75/50|You didn't need that life, did you? The demon marauder steals that which you hold most dear.|terrorblade
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/terrorblade/terrorblade_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/terrorblade_demon_zeal.png|DEMON ZEAL|SHARD GRANTS NEW ABILITY|Costs part of Terrorblade's current HP to cast, providing Terrorblade and nearby illusions bonus movement, HP Regen and attack speed. Reflection illusions gain 50% of the bonuses. Can't be cast while in Metamorphosis and Metamorphosis will remove Demon Zeal|ABILITY:No Target;DISPELLABLE:No;|BONUS ATTACK SPEED:100;BONUS MOVEMENT SPEED:60;DURATION:30;BONUS HEALTH REGEN:20;CURRENT HEALTH COST:20%;|60|0|Fear is fueled by confusion when Terrorblade's enemies see that the first cut he makes is one to embolden himself.|terrorblade
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/terrorblade/terrorblade_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/terrorblade_terror_wave.png|TERROR WAVE|SCEPTER GRANTS NEW ABILITY|Causes a wave to travel outwards in all directions forcing enemy heroes to become Feared upon impact and dealing damage, and grants Terrorblade Metamorphosis for a short time.|ABILITY:No Target;DAMAGE TYPE:Magical;DISPELLABLE:Yes;|FEAR DURATION:2;RADIUS:1600;DAMAGE:200;METAMORPHOSIS DURATION:15;|90|75|A shockwave of power strong enough to break the walls of Foulfell itself.|terrorblade
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tidehunter/tidehunter_gush|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tidehunter_gush.png|GUSH||Summons a gush of water to damage an enemy unit, reducing their movement speed and armor.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DAMAGE:110/160/210/260;SLOW:-40%;ARMOR REDUCTION:3/4/5/6;RADIUS:0;COOLDOWN:0;RANGE:0;DEBUFF DURATION:4.5;|12|100|During his championship of the Sunken Isles, Leviathan gained mastery over the open sea.|tidehunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tidehunter/tidehunter_kraken_shell|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tidehunter_kraken_shell.png|KRAKEN SHELL||Thickens Tidehunter's hide to passively block a portion of any incoming physical attack damage. Reduced block amount versus creeps.<br><br>Can be activated to double the block amount at the cost of 40% movement speed. Lasts 4s.|ABILITY:No Target;DISPELLABLE:No;|DAMAGE BLOCK:15/35/55/75;DAMAGE BLOCK PER KILL:0/0/0/0;CREEP PENALTY:50%;|30|45|Claddish navymen tell tales of a mighty sea-faring beast that suffered spear and sword but continued to lay waste to the fleet.|tidehunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tidehunter/tidehunter_anchor_smash|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tidehunter_anchor_smash.png|ANCHOR SMASH||Tidehunter swings his mighty anchor to attack and deal bonus damage to nearby enemies and reduce their attack damage.|ABILITY:No Target;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|ATTACK BONUS DAMAGE:45/90/135/180;DAMAGE REDUCTION:-25%/-30%/-35%/-40%;DURATION:6;RADIUS:375;|7/6/5/4|40/45/50/55|Stolen from one of Admiral Kunkka's flagships, Leviathan's heavy anchor proves useful as a melee weapon.|tidehunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tidehunter/tidehunter_ravage|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tidehunter_ravage.png|RAVAGE||Slams the ground, causing tentacles to erupt in all directions, damaging and stunning all nearby enemy units.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Only Strong Dispels;|DAMAGE:275/375/475;RADIUS:1250;DURATION:2/2.2/2.4;|150/145/140|125/225/325|Calling to the abyssal god Maelrawn has resulted in entire armadas being lost at sea.|tidehunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tidehunter/tidehunter_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tidehunter_dead_in_the_water.png|DEAD IN THE WATER|SHARD GRANTS NEW ABILITY|Tidehunter attaches a heavy anchor to an enemy hero. The hero is leashed while attached to the anchor. Attempting to move more than 350 units away from the anchor forces the hero to 100 move speed, dragging the anchor behind them. The anchor can be destroyed with 4 hero attacks.|ABILITY:Unit Target;AFFECTS:Enemy Heroes;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:No;|DAMAGE:100;ATTACKS TO DESTROY:4;ANCHOR DRAG SPEED:100;CHAIN LENGTH:350;ANCHOR DURATION:10;|35|110|Anchors Aweigh!|tidehunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tidehunter/tidehunter_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tidehunter_gush.png|GUSH|SCEPTER ABILITY UPGRADE|Gush becomes a ground targeted wave ability that affects enemy units in a line. Decreases cooldown.|||12|100|During his championship of the Sunken Isles, Leviathan gained mastery over the open sea.|tidehunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/shredder/shredder_whirling_death|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/shredder_whirling_death.png|WHIRLING DEATH||Timbersaw whirls extremely sharp edges, damaging enemies and destroying trees around him in an area. If an enemy hero is affected, it loses some of its primary attribute for a short duration. Whirling Death will deal bonus damage per tree destroyed.|ABILITY:No Target;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|RADIUS:325;DAMAGE:85/130/175/220;TREE BONUS DAMAGE:11/18/25/32;STAT LOSS:13%;STAT LOSS (UNIVERSAL):5%;STAT LOSS DURATION:12/13/14/15;|7.5/7/6.5/6|100|In the case that Rizzrack gets surrounded by the vines and plants of his nightmares, he has an immediate chainsaw defense.|timbersaw
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/shredder/shredder_timber_chain|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/shredder_timber_chain.png|TIMBER CHAIN||Timbersaw fires a chain that embeds itself in the first tree it hits, pulling him towards it. Any enemy in the path takes damage.|ABILITY:Point Target;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:No;|RADIUS:225;SPEED:2200/2400/2600/2800;DAMAGE:45/100/155/210;SPLINTER DAMAGE:0/0/0/0;SPLINTER SLOW DURATION:0;SPLINTER SLOW:0%/0%/0%/0%;|4|60/70/80/90|You never know when you might need to escape from malevolent saplings.|timbersaw
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/shredder/shredder_chakram|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/shredder_chakram.png|CHAKRAM||Fires Timbersaw's main saw blade at the target location where it will spin in place, dealing damage in an area around it. Enemies caught in the saw blade will move more slowly for every 5% of health missing. The blade deals damage and cuts down trees in its path when fired and retracted. While active the ability costs mana, and Timbersaw loses the ability to attack.|ABILITY:Point Target;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:No;DISPELLABLE:No;|RADIUS:200;PASS DAMAGE:100/150/200;DAMAGE PER SECOND:50/75/100;SLOW:5%;MANA COST PER SECOND:14/22/30;|8/8/8|100/140/180|The ultimate in anti-flora weaponry.|timbersaw
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/shredder/shredder_twisted_chakram|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/shredder_twisted_chakram.png|TWISTED CHAKRAM||Launches a second independent Chakram that follows a curved path and returns to Timbersaw, damaging and slowing enemies it passes through. Enemies caught in the saw blade will move more slowly for every 5% of health missing.|ABILITY:Point Target;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|RADIUS:125;PASS DAMAGE:100/150/200;|20/16/12|100/140/180|A happy little accident in the lab turned wild new weapon in the forest.|timbersaw
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/shredder/shredder_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/shredder_flamethrower.png|FLAMETHROWER|SHARD GRANTS NEW ABILITY|Releases a flame in the direction Timbersaw is facing. Applies a debuff that deals damage per second and slows enemy movement speed. Affects buildings for reduced damage.|ABILITY:No Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DAMAGE PER SECOND:70;DURATION:8;WIDTH:275;RANGE:400;MOVE SLOW:30%;BUILDING DAMAGE:50%;DEBUFF LINGER TIME:2;|20|100|A single saw can only cut so much. A single spark can burn forever.|timbersaw
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tinker/tinker_laser|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tinker_laser.png|LASER||Fires an intense energy beam, damaging and blinding the target. Blinded targets miss all physical attacks.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|BLIND MISS RATE:100%;BLIND DURATION:3/3.5/4/4.5;LASER DAMAGE:75/150/225/300;|19/18/17/16|95/105/115/125|Boush perfected this rock cutting laser in his subterranean laboratory, never considering its combat utility.|tinker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tinker/tinker_march_of_the_machines|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tinker_march_of_the_machines.png|MARCH OF THE MACHINES||Enlists an army of robotic minions to destroy enemy units in an area around Tinker.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|RADIUS:900;DURATION:6;DAMAGE:13/22/31/40;HEAL PER SECOND:0/0/0/0;HEAL DURATION:0;|35/33/31/29|100/120/140/160|Even though the laboratory has since been sealed off, the ability to radio in robotic drones is still in working order.|tinker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tinker/tinker_defense_matrix|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tinker_defense_matrix.png|DEFENSE MATRIX||Targets an allied unit, applying an all damage barrier to them that also provides Status Resistance.|ABILITY:Unit Target;AFFECTS:Allied Units;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DAMAGE BARRIER:80/160/240/320;STATUS RESISTANCE:15%/20%/25%/30%;DURATION:15;BLINK RANGE:0;|20|90/105/120/135|A gifted mind unconstrained by moral or ethical boundaries tends to attract an adversary or two.|tinker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tinker/tinker_rearm|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tinker_rearm.png|REARM||CHANNELED - Resets the cooldown on Tinker's abilities.|ABILITY:No Target;|TIME TO REARM:2.75/2/1.25;|7/6/5|100/150/200|A new battery here, another set of rockets there, Boush continually improves on existing technology.|tinker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tinker/tinker_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tinker_warp_grenade.png|WARP FLARE|SHARD GRANTS NEW ABILITY|Throws a flare towards an enemy, dealing damage, teleporting them away, rooting them and reducing their Cast and Attack Range for 2 seconds.<br><br>The teleport location is always the ability's current cast range + 100 from Tinker's position when he threw the flare.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DAMAGE:150;CAST/ATTACK RANGE REDUCTION:40%;|15|80|Tinker's deadliest weapon instantly turns an enemy into space dust. Research to resolve the annoying 'perfect copy' side effect... is ongoing.|tinker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tinker/tinker_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tinker_laser.png|LASER|SCEPTER ABILITY UPGRADE|Upgrades Tinker's Laser into a Shrink Ray, reducing the main target's size, current health, and maximum health by 13% (stacking). The laser bounces once on the farthest target up to 700 range from the primary one, prioritizing heroes.|||19/18/17/16|95/105/115/125|Boush perfected this rock cutting laser in his subterranean laboratory, never considering its combat utility.|tinker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/tiny/tiny_avalanche|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/tiny_avalanche.png|AVALANCHE||Bombards an area with rocks, continously doing small intervals of damage and stun to enemy units.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Only Strong Dispels;|RADIUS:325/340/355/370;AVALANCHE DURATION:1.5;AVALANCHE DAMAGE:100/190/280/370;|23/20/17/14|95/110/125/140|Inanimate rock becomes animate when called by the Stone Giant.|tiny
